#7000And1 #7000And1
#Adaptxt #Adaptxt
#BBC #BBC
#BBCALBA #BBCALBA
#BBCAlba #BBCAlba
#BBCRNG #BBCRNG
#BBCRadionanGaidheal #BBCRadionanGaidheal
#BBCRnG #BBCRnG
#Blas13 #Blas13
#Blas2013 #Blas2013
#Buille #Buille
#Celtic #Celtic
#Christmas #Christmas
#Cymraeg #Cymraeg
#Edinburgh #Edinburgh
#FF #FF
#Firefox #Firefox
#Folk #Folk
#Frysk #Frysk
#Fuaim #Fuaim
#Gaeilge #Gaeilge
#Gaelg #Gaelg
#Gaelic #Gaelic
#Glasgow #Glasgow
#Gàidhlig #Gàidhlig
#Hebrides #Hebrides
#Irish #Irish
#Islay #Islay
#Kernewek #Kernewek
#LibreOffice #LibreOffice
#Mòd #Mòd
#OiPolloi #OiPolloi
#PDConf #PDConf
#RNG #RNG
#Rapal #Rapal
#RunKeeper #RunKeeper
#SMO #SMO
#SP #SP
#SP4 #SP4
#Scotland #Scotland
#Skye #Skye
#SongForToday #SongForToday
#Theatre #Theatre
#Uibhist #Uibhist
#abairthusa #abairthusa
#aland #aland
#anam #anam
#anla #anla
#bbc #bbc
#bbcalba #bbcalba
#blackpool #blackpool
#books #books
#ceol #ceol
#craic #craic
#cymraeg #cymraeg
#cymru #cymru
#dubhisgorm #dubhisgorm
#ff #ff
#ga #ga
#gaeilge #gaeilge
#gael #gael
#gaelg #gaelg
#gaelic #gaelic
#gaidhl #gaidhl
#glasgow #glasgow
#gàidhlig #gàidhlig
#holyrood #holyrood
#imld14 #imld14
#indyref #indyref
#islandfootie #islandfootie
#learngaelic #learngaelic
#pdconf #pdconf
#rnag #rnag
#rng #rng
#runrig #runrig
#scotland #scotland
#sp11 #sp11
#sp4 #sp4
#starlink #starlink
#ulpangaelic #ulpangaelic
#vorarlberg #vorarlberg
#Ìle #Ìle
#Ùlpan #Ùlpan
n-Eireann nÉireann
n-Eireannach nÉireannach
n-Eireannaich nÉireannach
n-Eireannaich nÉireannaigh
n-Eirinn nÉire
n-Eòlaiche nEolaí
n-Eòrpach nEorpach
n-Eòrpaich nEorpach
n-Eòrpaich nEorpaigh
n-Iaimeuca nIamáice
n-Iameuga nIamáice
n-Iarann-aois nIarannaois
n-Iarann-aoise nIarannaoise
n-Iarla nIarla
n-Iarlachan nIarlaí
n-Iarusalem nIarúsailéim
n-Iomarait nÉimíríochta
n-Iomarat nÉimíríocht
n-Iomaratan nÉimíríochtaí
n-Iupatair nIúpatair
n-Iupatar nIúpatar
n-Oidhche nOíche
n-Oifis nOifig
n-Oifise nOifige
n-Oifisean nOifigí
n-Oilthigh nOllscoil
n-Oilthigh nOllscoile
n-Ostair nOstair
n-Ostair nOstaire
n-Ostaire nOstaire
n-Ostaireach nOstarach
n-Ostairich nOstarach
n-Ostairich nOstaraigh
n-ab n-ab
n-aba n-ab
n-aba n-aba
n-abacais n-abacais
n-abacas n-abacas
n-abacasan n-abacais
n-abacasan n-abacas
n-abachadh n-aibiú
n-abachaidh n-aibithe
n-abachan n-abaí
n-abaid mainistir
n-abaide mainistreach
n-abaideachd n-abacht
n-abaideachd n-abachta
n-abaidean mainistreacha
n-abair gcumair
n-abair n-abair
n-abairean gcumair
n-abairean gcumar
n-abairean n-abair
n-abairean n-abar
n-abairt bhfrása
n-abairt n-abairt
n-abairt nath
n-abairte bhfrása
n-abairte n-abairte
n-abairte natha
n-abairtean bhfrásaí
n-abairtean n-abairtí
n-abairtean nathanna
n-abaltachd n-ábaltacht
n-abaltachd n-ábaltachta
n-abar gcumar
n-abar n-abar
n-abartachd gcabantacht
n-abartachd gcabantachta
n-abhag mbrocaire
n-abhagan mbrocairí
n-abhaig mbrocaire
n-abhainn n-abhainn
n-abhainne n-abhann
n-abhaist ngnáth
n-abhaiste ngnáith
n-abhaistean ngnáth
n-abhaistean ngnátha
n-abharsair n-áibhirseoir
n-abharsair n-áibhirseora
n-abharsairean n-áibhirseoirí
n-abhlain n-abhlainne
n-abhlan n-abhlann
n-abhlanan n-abhlann
n-abhlanan n-abhlanna
n-abhrais n-abhrais
n-abhras n-abhras
n-abhsadh laghdú
n-abhsaidh laghdaithe
n-abhuinn n-abhainn
n-ablach n-ablach
n-ablaich n-ablach
n-ablaich n-ablaigh
n-ablatach n-ochslaíoch
n-ablataich n-ochslaígh
n-ablataich n-ochslaíoch
n-abstoil n-aspail
n-abstol n-aspal
n-abstolan n-aspail
n-abstolan n-aspal
n-acadaimh n-acadaimh
n-acadamaidh n-acadaimh
n-acadamaidh n-acadamh
n-acadamaidhean n-acadaimh
n-acadamaidhean n-acadamh
n-acadamh n-acadamh
n-acadamhan n-acadaimh
n-acadamhan n-acadamh
n-acaid n-arraing
n-acaide n-arrainge
n-acaidean n-arraingeacha
n-acain meacan
n-acaine meacain
n-acainean meacain
n-acainean meacan
n-acainn n-acmhainn
n-acainn n-ola
n-acainne n-acmhainne
n-acainne n-ola
n-acainnean n-acmhainní
n-acainnean n-olaí
n-acair n-acra
n-acair n-ancaire
n-acaire n-acra
n-acaire n-ancaire
n-acaireachd n-acraíocht
n-acaireachd n-acraíochta
n-acaireachd n-ancaireacht
n-acaireachd n-ancaireachta
n-acarsaid gcalafort
n-acarsaid gcuan
n-acarsaid n-acarsóid
n-acarsaide gcalafoirt
n-acarsaide gcuain
n-acarsaide n-acarsóide
n-acarsaidean gcalafoirt
n-acarsaidean gcalafort
n-acarsaidean gcuanta
n-acfhainn n-acmhainn
n-acfhainn n-ola
n-acfhainne n-acmhainne
n-acfhainne n-ola
n-acfhainneachd n-acmhainneacht
n-acfhainneachd n-acmhainneachta
n-acfhainnean n-acmhainní
n-acfhainnean n-olaí
n-acraichean n-acraí
n-acraichean n-ancairí
n-adair haitéara
n-adair haitéir
n-adairean haitéirí
n-adbhair bhfátha
n-adbhair gcúise
n-adbhair n-ábhair
n-adbhar bhfáth
n-adbhar gcúis
n-adbhar n-ábhar
n-adbharan bhfáthanna
n-adbharan gcúiseanna
n-adbharan n-ábhair
n-adbharan n-ábhar
n-adhbhair bhfátha
n-adhbhair gcúise
n-adhbhair n-ábhair
n-adhbhar bhfáth
n-adhbhar gcúis
n-adhbhar n-ábhar
n-adhbharan bhfáthanna
n-adhbharan gcúiseanna
n-adhbharan n-ábhair
n-adhbharan n-ábhar
n-aibhne n-abhann
n-aibhneachan n-aibhneacha
n-aibhnichean n-aibhneacha
n-ainm n-ainm
n-ainm-aite logainm
n-ainm-brèige n-ailias
n-ainm-àite logainm
n-ainme n-ainm
n-ainme-aite logainm
n-ainme-àite logainm
n-ainmeachadh n-ainmniú
n-ainmeachaidh n-ainmnithe
n-ainmean n-ainmneacha
n-ainmean-aite logainmneacha
n-ainmean-brèige n-ailiasanna
n-ainmean-àite logainmneacha
n-ainmeannan n-ainmneacha
n-aireamh n-uimhir
n-aireamhan n-uimhreacha
n-aireimh n-uimhreach
n-ait' n-áit
n-aite n-áit
n-aite n-áite
n-aiteachan n-áiteanna
n-aithne n-aithne
n-aithneachadh n-aithint
n-aithneachaidh n-aitheanta
n-alba nAlbain
n-albann nAlban
n-albatrais n-albatrais
n-albatras n-albatras
n-albatrasan n-albatrais
n-albatrasan n-albatras
n-alcoil n-alcóil
n-alcol n-alcól
n-alcolach n-alcólach
n-alcolachd n-alcólacht
n-alcolachd n-alcólachta
n-alcolaich n-alcólach
n-alcolaich n-alcólaigh
n-algach n-alga
n-algaich n-alga
n-algaich n-algaí
n-am n-am
n-ama n-ama
n-amais n-aidhme
n-amais sprice
n-amanan n-amanna
n-amannan n-amanna
n-amas n-aidhm
n-amas sprioc
n-amasan n-aidhmeanna
n-amasan spriocanna
n-ambaileans n-otharchairr
n-ambaileans n-otharcharr
n-ambaileansan n-otharcharranna
n-ambasaid n-ambasáid
n-ambasaid n-ambasáide
n-ambasaidean n-ambasáidí
n-anail n-anáil
n-anaile n-anála
n-anailean n-análacha
n-anailis n-anailís
n-anailise n-anailíse
n-anailisean n-anailísí
n-analach n-anála
n-anarag n-anarac
n-anaragan n-anarac
n-anaragan n-anaraic
n-anaraig n-anaraic
n-aobhair bhfátha
n-aobhair gcúise
n-aobhair n-ábhair
n-aobhar bhfáth
n-aobhar gcúis
n-aobhar n-ábhar
n-aobharan bhfáthanna
n-aobharan gcúiseanna
n-aobharan n-ábhair
n-aobharan n-ábhar
n-aodach n-éadach
n-aodaich n-éadaigh
n-aodaich n-éadaí
n-aodaichean n-éadaí
n-aodainn n-aghaidhe
n-aodainnean n-aghaidheanna
n-aodann n-aghaidh
n-aodannan n-aghaidheanna
n-aonachadh n-aontú
n-arainneachd dtimpeallacht
n-arainneachd dtimpeallachta
n-arainneachdan dtimpeallachtaí
n-arc n-airc
n-arc n-arc
n-athair n-athair
n-athar n-athar
n-atharrachadh n-athrú
n-atharrachaidh n-athraithe
n-atharrachaidhean n-athruithe
n-atharraichean n-athruithe
n-atharraichidhean n-athruithe
n-athraichean n-aithreacha
n-eadar-aghaidh gcomhéadan
n-eadar-aghaidhe gcomhéadain
n-eadar-aghaidhean gcomhéadain
n-eadar-aghaidhean gcomhéadan
n-eadar-lin n-idirlín
n-eadar-lion n-idirlíon
n-eadar-liontan n-idirlíonta
n-eadar-lìn n-idirlín
n-eadar-lìon n-idirlíon
n-eadar-lìontan n-idirlíonta
n-eadarlìn n-idirlín
n-eadarlìon n-idirlíon
n-eadarlìontan n-idirlíonta
n-eadra-lìn n-inlín
n-eadra-lìon n-inlíon
n-eadra-lìontan n-inlíonta
n-eilean n-oileán
n-eileanan n-oileáin
n-eileanan n-oileán
n-eilein n-oileáin
n-eisdeachd n-éisteacht
n-eisdeachd n-éisteachta
n-eiseimpleir sampla
n-eiseimpleirean samplaí
n-eisg n-iasc
n-eisg n-éisc
n-eisimplear sampla
n-eisimplearan samplaí
n-eisimpleir sampla
n-eisimpleirean samplaí
n-eisimplir sampla
n-eisimplirean samplaí
n-eisteachd n-éisteacht
n-eisteachd n-éisteachta
n-eudach n-éadach
n-eudaich n-éadaigh
n-eudaich n-éadaí
n-eòlaiche n-eolaí
n-eòlaichean n-eolaithe
n-iac ngeac
n-iaca ngeaca
n-iacan ngeacanna
n-iall n-iall
n-iallan n-iallacha
n-ialtag n-ialtóg
n-ialtagan n-ialtóg
n-ialtagan n-ialtóga
n-ialtaig n-ialtóige
n-iar-cheumnach n-iarchéimí
n-iar-cheumnaich n-iarchéimithe
n-iar-cheumnaich n-iarchéimí
n-iarainn n-iarainn
n-iarann n-iarann
n-iarannan n-iarainn
n-iarannan n-iarann
n-iarla n-iarla
n-iarlachan n-iarlaí
n-iarlachd n-iarlacht
n-iarlachd n-iarlachta
n-iarlan n-iarlaí
n-iarradair n-iarrthóir
n-iarradair n-iarrthóra
n-iarradairean n-iarrthóirí
n-iarrainn n-iarainn
n-iarrann n-iarann
n-iarrannan n-iarainn
n-iarrannan n-iarann
n-iaruinn n-iarainn
n-iarunn n-iarann
n-iarunnan n-iarainn
n-iarunnan n-iarann
n-iasg n-iasc
n-iasgair n-iascaire
n-iasgaireachd n-iascaireacht
n-iasgaireachd n-iascaireachta
n-iasgairean n-iascairí
n-ifrinn n-ifreann
n-ifrinne n-ifrinn
n-ime n-ime
n-iom-thionndadh n-inbhéartú
n-iom-thionndaidh n-inbhéartaithe
n-iomad n-iolraí
n-iomadan n-iolraithe
n-iomaid n-iolraí
n-obrachadh n-oibriú
n-obraiche n-oibrí
n-obraichean n-oibrithe
n-ochdnair n-ochtair
n-ochdnar n-ochtar
n-ochdnaran n-ochtair
n-ochdnaran n-ochtar
n-oidhch' n-oíche
n-oidhche n-oíche
n-oidhcheannan n-oícheanta
n-oifig n-oifig
n-oifige n-oifige
n-oifigeach n-oifigeach
n-oifigean n-oifigí
n-oifigear n-oifigeach
n-oifigearan n-oifigeach
n-oifigearan n-oifigigh
n-oifigeir n-oifigigh
n-oifigich n-oifigeach
n-oifigich n-oifigigh
n-oifis n-oifig
n-oifise n-oifige
n-oifisean n-oifigí
n-oilean n-oiliúint
n-oileanan n-oiliúintí
n-oilein n-oiliúna
n-oilthigh n-ollscoil
n-oilthigh n-ollscoile
n-oilthighe n-ollscoile
n-oilthighean n-ollscoileanna
n-oirfideach n-oirfideach
n-oirfidich n-oirfideach
n-oirfidich n-oirfidigh
n-orain n-amhráin
n-orain n-amhrán
n-oran n-amhrán
n-orcastra gceolfhoireann
n-orcastra gceolfhoirne
n-orcastrathan gceolfhoirne
n-ortha n-ortha
n-os-tilgeadair n-osteilgeoir
n-os-tilgeadair n-osteilgeora
n-os-tilgeadairean n-osteilgeoirí
n-ospadail n-ospidéil
n-ospadal n-ospidéal
n-ospadalan n-ospidéal
n-ospadalan n-ospidéil
n-othair n-othrais
n-othar n-othras
n-otharan n-othrais
n-otharan n-othras
n-Àird nAird
n-Àisia nÁise
n-Àisianach nÁiseach
n-Àisianaich nÁiseach
n-Àisianaich nÁisigh
n-Àrd nArd
n-Èire nÉire
n-Èireann nÉireann
n-Èireannach nÉireannach
n-Èireannaich nÉireannach
n-Èireannaich nÉireannaigh
n-Èirinn nÉire
n-Èirinn nÉireann
n-Éireannach nÉireannach
n-Éireannaich nÉireannach
n-Éireannaich nÉireannaigh
n-Òrain nAmhráin
n-Òran nAmhrán
n-àbhachd n-ábhacht
n-àbhachd n-ábhachta
n-àbhachdais n-ábhachta
n-àbhachdas n-ábhacht
n-àbhainn n-abhainn
n-àbhaist ngnáth
n-àbhaiste ngnáith
n-àbhaisteachadh normalú
n-àbhaisteachaidh normalaithe
n-àbhaisteachd nósmhaireacht
n-àbhaisteachd nósmhaireachta
n-àbhaistean ngnáth
n-àbhaistean ngnátha
n-àibhne n-abhann
n-àibhnichean n-aibhneacha
n-àird n-aird
n-àird n-ard
n-àirde n-aird
n-àirde n-airde
n-àirdean n-airde
n-àirdean n-ard
n-àirdean n-arda
n-àireamh n-uimhir
n-àireamhan n-uimhreacha
n-àireimh n-uimhreach
n-àiridh mbuaile
n-àiridhean mbuailte
n-àirigh mbuaile
n-àirighean mbuailte
n-àit n-áit
n-àit' n-áit
n-àit' n-áite
n-àite n-áit
n-àite n-áite
n-àiteachan n-áiteanna
n-àiteachean n-áiteanna
n-àitean n-áiteanna
n-àiteannan n-áiteanna
n-àithne n-aithne
n-àithntean n-aitheanta
n-àitichean n-áiteanna
n-àm n-am
n-àma n-ama
n-àmannan n-amanna
n-àrainn bhfearann
n-àrainn limistéar
n-àrainne bhfearainn
n-àrainne limistéir
n-àrainneachd dtimpeallacht
n-àrainneachd dtimpeallachta
n-àrainneachdan dtimpeallachtaí
n-àrainnean bhfearainn
n-àrainnean bhfearann
n-àrainnean limistéar
n-àrainnean limistéir
n-àrdachadh n-ardú
n-àrdachaidh n-ardaithe
n-àrdachaidhean n-arduithe
n-áit n-áit
n-áite n-áite
n-áitean n-áiteanna
n-ám n-am
n-èill n-éille
n-èisdeachd n-éisteacht
n-èisdeachd n-éisteachta
n-èisg n-iasc
n-èisg n-éisc
n-èisteachd n-éisteacht
n-èisteachd n-éisteachta
n-éisdeachd n-éisteacht
n-éisdeachd n-éisteachta
n-ìbhri n-eabhair
n-ìbhri n-eabhar
n-ìm n-im
n-òrain n-amhráin
n-òrain n-amhrán
n-òran n-amhrán
n-òrdanais n-ordanáis
n-òrdanas n-ordanás
nGall nGall
na'n ina
na's níos
naisean náisiún
naiseanan náisiúin
naiseanan náisiún
naiseanta náisiúnta
naisein náisiúin
nam na
name name
names names
nan ina
nan na
nas níos
nawchk nawchk
ndash ndash
ndiaidh ndiaidh
near near
need need
net net
never never
new new
news news
next next
ni'n ni'n
ni's níos
nice nice
night night
nis anois
nise anois
nist anois
niste anois
nithear dhéanfar
nithear déanfar
nithear ndéanfar
no nó
nochd nocht
nochdadh nochtadh
nochdadh nochtfadh
nochdaibh nochtaigí
nochdaidh nochta
nochdaidh nochtfaidh
nochdainn nochtfainn
nochdam nochtaim
nochdamaid nochtaimis
nochdamaid nochtfaimis
nochdar nochtar
nochdar nochtfar
nochdas nochtfaidh
nochdta nochta
nochdte nochta
nochte nochta
none none
not not
notation notation
note note
nothing nothing
noun noun
nouns nouns
now now
nua nua
null anall
ny ny
nàisean náisiún
nàiseanan náisiúin
nàiseanan náisiún
nàiseanta náisiúnta
nàisein náisiúin
nì dhéanfaidh
nì déanfaidh
nì ndéanfaidh
níos níos
nó nó
o ó
o óna
o' o'
o'n ón
o'r ónár
obrachadh oibriú
obrachaidh n-oibrithe
obrachaidh oibrithe
obraich n-oibrigh
obraich oibrigh
obraiche oibrí
obraicheadh n-oibríodh
obraicheadh oibríodh
obraicheam n-oibrím
obraicheam oibrím
obraicheamaid n-oibrímis
obraicheamaid oibrímis
obraichean oibrithe
obraichear n-oibrítear
obraichear oibreofar
obraichear oibrítear
obraichibh n-oibrígí
obraichibh oibrígí
obraichidh n-oibreoidh
obraichidh oibreoidh
obraichte oibrithe
ochd ocht
ochdnair ochtair
ochdnar ochtar
ochdnaran ochtair
ochdnaran ochtar
od ó do
of of
off off
og óg
oga óga
oidhch' oíche
oidhche oíche
oidhcheannan oícheanta
oifig oifig
oifige oifige
oifigeach oifigeach
oifigeal oifigiúil
oifigeal oifigiúla
oifigean oifigí
oifigear oifigeach
oifigear-riaghlaidh oifigeach ceannais
oifigearan oifigeach
oifigearan oifigigh
oifigeil oifigiúil
oifigeil oifigiúla
oifigeile oifigiúla
oifigeir oifigigh
oifigich oifigeach
oifigich oifigigh
oifis oifig
oifise oifige
oifisean oifigí
oig óig
oige óige
oilean oiliúint
oileanach mac léinn
oileanan oiliúintí
oilein oiliúna
oilthigh ollscoil
oilthigh ollscoile
oilthighe ollscoile
oilthighean ollscoileanna
oimn orainn
oimne orainne
oirbh oraibh
oirbhse oraibhse
oirfideach oirfideach
oirfidich oirfideach
oirfidich oirfidigh
oirn orainn
oirne orainne
oirnn orainn
oirnne orainne
oirr' uirthi
oirre uirthi
oirrese uirthise
old old
om ó mo
om ón
on ón
one one
online online
oo oo
opening opening
opportunity opportunity
or or
or ónár
orain amhráin
orain amhrán
oran amhrán
orcastra ceolfhoireann
orcastra ceolfhoirne
orcastra cheolfhoireann
orcastra cheolfhoirne
orcastrathan ceolfhoirne
orcastrathan cheolfhoirne
org org
organisation organisation
orm orm
ormsa ormsa
orr' orthu
orra orthu
orra-san orthusan
orrasan orthusan
ort ort
ortha ortha
ortsa ortsa
os-tilgeadair osteilgeoir
os-tilgeadair osteilgeora
os-tilgeadairean osteilgeoirí
ospadail ospidéil
ospadal ospidéal
ospadalan ospidéal
ospadalan ospidéil
othair othrais
othar othras
otharan othrais
otharan othras
other other
our our
out out
over over
ow-n ow-n
own own
oíche oíche
p p
page page
panail bpainéal
panail bpainéil
panail painéal
panail painéil
panaile bpainéil
panaile painéil
panailean bpainéal
panailean bpainéil
panailean painéal
panailean painéil
panal bpainéal
panal painéal
panalan bpainéal
panalan bpainéil
panalan painéal
panalan painéil
pannail bpainéil
pannail painéil
pannal bpainéal
pannal painéal
pannalan bpainéal
pannalan bpainéil
pannalan painéal
pannalan painéil
parentis parentis
parlamaid bparlaimint
parlamaid parlaimint
parlamaide bparlaiminte
parlamaide parlaiminte
parlamaidean bparlaimintí
parlamaidean parlaimintí
parliament parliament
part part
party party
pdf pdf
peaca bpeaca
peaca peaca
peacadh bpeaca
peacadh peaca
peacaidh bpeaca
peacaidh peaca
peacaidhean bpeacaí
peacaidhean peacaí
peacannan bpeacaí
peacannan peacaí
pen pen
people people
persecution persecution
personification personification
pertusa pertusa
petition petition
phanail phainéal
phanail phainéil
phanaile phainéil
phanailean phainéal
phanailean phainéil
phanal phainéal
phanalan phainéal
phanalan phainéil
phannail phainéil
phannal phainéal
phannalan phainéal
phannalan phainéil
pharlamaid pharlaimint
pharlamaide pharlaiminte
pharlamaidean pharlaimintí
pheaca pheaca
pheacadh pheaca
pheacaidh pheaca
pheacaidhean pheacaí
pheacannan pheacaí
phlastair phlástair
phlastar phlástar
phlastaran phlástair
phlastaran phlástar
phlàst phlástar
phlàsta phlástair
phlàstair phláistéara
phlàstair phláistéir
phlàstair phlástair
phlàstair phlástar
phlàstairean phláistéirí
phlàstairean phlástair
phlàstairean phlástar
phlàstan phlástair
phlàstan phlástar
phoileasaidh pholasaí
phoileasaidhean pholasaithe
phoileatagach pholaitiúil
phoileatagach pholaitiúla
phoileatagaich pholaitiúil
phoileatagaiche pholaitiúla
phoileataiceach pholaitiúil
phoileataiceach pholaitiúla
phoileataicich pholaitiúil
phoileataiciche pholaitiúla
phoileataics pholaitíocht
phoileataics pholaitíochta
phoileataigeach pholaitiúil
phoileataigeach pholaitiúla
phoileataigich pholaitiúil
phoileataigiche pholaitiúla
phoileataigs pholaitíocht
phoileataigs pholaitíochta
phoiliteagach pholaitiúil
phoiliteagach pholaitiúla
phoiliteagaich pholaitiúil
phoiliteagaiche pholaitiúla
phoiliteags pholaitíocht
phoiliteags pholaitíochta
phoiliticeach pholaitiúil
phoiliticeach pholaitiúla
phoiliticich pholaitiúil
phoiliticiche pholaitiúla
phoilitigeach pholaitiúil
phoilitigeach pholaitiúla
phoilitigich pholaitiúil
phoilitigiche pholaitiúla
phoilitigs pholaitíocht
phoilitigs pholaitíochta
pholasaidh pholasaí
pholasaidhean pholasaithe
pholo phóló
photion photion
photo photo
photo-reduction photo-reduction
photos photos
phpBB phpBB
phriomh-bhaile phríomhbhaile
phriomh-bhailtean phríomhbhailte
phrionnsa phrionsa
phrionnsaichean phrionsaí
phrìomh-baile phríomhbhaile
phrìomh-bailtean phríomhbhailte
phrìomh-bhaile phríomhbhaile
phrìomh-bhailtean phríomhbhailte
phrìomh-chànain phríomhtheanga
phrìomh-chànan phríomhtheanga
phrìomh-dhiùc ard-diúc
phrìomh-dhiùc ard-diúic
phrìomh-dhiùcan ard-diúc
phrìomh-dhiùcan ard-diúic
phrìomh-mhinistear phríomh-aire
phrìomh-mhinistearan phríomh-airí
phrìomh-mhinisteir phríomh-aire
phrìomh-oifigear phríomhoifigeach
phrìomh-oifigearan phríomhoifigeach
phrìomh-oifigearan phríomhoifigigh
phrìomh-oifigeir phríomhoifigigh
phrìomh-oifis phríomhoifig
phrìomh-oifise phríomhoifige
phrìomh-oifisean phríomhoifigí
phrìomhaid phríomhach
phrìomhaide phríomhaigh
phrìomhaidean phríomhach
phrìomhaidean phríomhaigh
phuncair phuinc
phuncair phunc
phuncairean phuinc
phuncairean phunc
phàrlamaid pharlaimint
phàrlamaide pharlaiminte
phàrlamaidean pharlaimintí
pianist pianist
pl pl
place place
plan plan
plastair bplástair
plastair plástair
plastar bplástar
plastar plástar
plastaran bplástair
plastaran bplástar
plastaran plástair
plastaran plástar
play play
playing playing
please please
plàst bplástar
plàst plástar
plàsta bplástair
plàsta plástair
plàstair bpláistéara
plàstair bpláistéir
plàstair bplástair
plàstair bplástar
plàstair pláistéara
plàstair pláistéir
plàstair plástair
plàstair plástar
plàstairean bpláistéirí
plàstairean bplástair
plàstairean bplástar
plàstairean pláistéirí
plàstairean plástair
plàstairean plástar
plàstan bplástair
plàstan bplástar
plàstan plástair
plàstan plástar
png png
poileasaidh bpolasaí
poileasaidh polasaí
poileasaidhean bpolasaithe
poileasaidhean polasaithe
poileatagach polaitiúil
poileatagach polaitiúla
poileatagaich polaitiúil
poileatagaiche polaitiúla
poileataiceach polaitiúil
poileataiceach polaitiúla
poileataicich polaitiúil
poileataiciche polaitiúla
poileataics bpolaitíocht
poileataics bpolaitíochta
poileataics polaitíocht
poileataics polaitíochta
poileataigeach polaitiúil
poileataigeach polaitiúla
poileataigich polaitiúil
poileataigiche polaitiúla
poileataigs bpolaitíocht
poileataigs bpolaitíochta
poileataigs polaitíocht
poileataigs polaitíochta
poiliteagach polaitiúil
poiliteagach polaitiúla
poiliteagaich polaitiúil
poiliteagaiche polaitiúla
poiliteags bpolaitíocht
poiliteags bpolaitíochta
poiliteags polaitíocht
poiliteags polaitíochta
poiliticeach polaitiúil
poiliticeach polaitiúla
poiliticich polaitiúil
poiliticiche polaitiúla
poilitigeach polaitiúil
poilitigeach polaitiúla
poilitigich polaitiúil
poilitigiche polaitiúla
poilitigs bpolaitíocht
poilitigs bpolaitíochta
poilitigs polaitíocht
poilitigs polaitíochta
polasaidh bpolasaí
polasaidh polasaí
polasaidhean bpolasaithe
polasaidhean polasaithe
pollution pollution
polo bpóló
polo póló
ponticum ponticum
poor poor
pop pop
portion portion
posted posted
preposition preposition
preservation preservation
previous previous
priomh-bhaile bpríomhbhaile
priomh-bhaile príomhbhaile
priomh-bhailtean bpríomhbhailte
priomh-bhailtean príomhbhailte
prionnsa bprionsa
prionnsa prionsa
prionnsaichean bprionsaí
prionnsaichean prionsaí
programme programme
project project
promotion promotion
pronunciation pronunciation
protection protection
proverb proverb
proverbs proverbs
prozac prozac
prìomh-athair príomhathair
prìomh-baile bpríomhbhaile
prìomh-baile príomhbhaile
prìomh-bailtean bpríomhbhailte
prìomh-bailtean príomhbhailte
prìomh-bhaile bpríomhbhaile
prìomh-bhaile príomhbhaile
prìomh-bhailtean bpríomhbhailte
prìomh-bhailtean príomhbhailte
prìomh-chànain bpríomhtheanga
prìomh-chànain príomhtheanga
prìomh-chànan bpríomhtheanga
prìomh-chànan príomhtheanga
prìomh-dhiùc ard-diúc
prìomh-dhiùc ard-diúic
prìomh-dhiùc b'ard-diúc
prìomh-dhiùc d'ard-diúc
prìomh-dhiùc d'ard-diúic
prìomh-dhiùc hard-diúc
prìomh-dhiùc hard-diúic
prìomh-dhiùc m'ard-diúc
prìomh-dhiùc m'ard-diúic
prìomh-dhiùc n-ard-diúc
prìomh-dhiùc n-ard-diúic
prìomh-dhiùc t-ard-diúc
prìomh-dhiùcan ard-diúc
prìomh-dhiùcan ard-diúic
prìomh-dhiùcan b'ard-diúic
prìomh-dhiùcan d'ard-diúc
prìomh-dhiùcan d'ard-diúic
prìomh-dhiùcan hard-diúc
prìomh-dhiùcan hard-diúic
prìomh-dhiùcan m'ard-diúc
prìomh-dhiùcan m'ard-diúic
prìomh-dhiùcan n-ard-diúc
prìomh-dhiùcan n-ard-diúic
prìomh-mhinistear bpríomh-aire
prìomh-mhinistear príomh-aire
prìomh-mhinistearan bpríomh-airí
prìomh-mhinistearan príomh-airí
prìomh-mhinisteir bpríomh-aire
prìomh-mhinisteir príomh-aire
prìomh-oifigear bpríomhoifigeach
prìomh-oifigear príomhoifigeach
prìomh-oifigearan bpríomhoifigeach
prìomh-oifigearan bpríomhoifigigh
prìomh-oifigearan príomhoifigeach
prìomh-oifigearan príomhoifigigh
prìomh-oifigeir bpríomhoifigigh
prìomh-oifigeir príomhoifigigh
prìomh-oifis bpríomhoifig
prìomh-oifis príomhoifig
prìomh-oifise bpríomhoifige
prìomh-oifise príomhoifige
prìomh-oifisean bpríomhoifigí
prìomh-oifisean príomhoifigí
prìomhaid bpríomhach
prìomhaid príomhach
prìomhaide bpríomhaigh
prìomhaide príomhaigh
prìomhaidean bpríomhach
prìomhaidean bpríomhaigh
prìomhaidean príomhach
prìomhaidean príomhaigh
prìomhair príomh-aire
puncair bpuinc
puncair bpunc
puncair puinc
puncair punc
puncairean bpuinc
puncairean bpunc
puncairean puinc
puncairean punc
puxill puxill
pàrlamaid bparlaimint
pàrlamaid parlaimint
pàrlamaide bparlaiminte
pàrlamaide parlaiminte
pàrlamaidean bparlaimintí
pàrlamaidean parlaimintí
question question
questions questions
quiz quiz
r r
r' le
rach dtéigh
rach théigh
rach téigh
rachadh dtéadh
rachadh dtéifeadh
rachadh rachadh
rachadh théadh
rachadh théifeadh
rachadh téadh
rachaibh dtéigí
rachaibh théigí
rachaibh téigí
rachainn dtéifinn
rachainn rachainn
rachainn théifinn
racham dtéim
racham théim
racham téim
rachamaid dtéifimis
rachamaid dtéimis
rachamaid rachaimis
