#1000manxwords #1000manxwords
#Christmas #Christmas
#Cymraeg #Cymraeg
#Gaeilge #Gaeilge
#Gaelg #Gaelg
#Gaelic #Gaelic
#Gàidhlig #Gàidhlig
#HistoryinHeels #HistoryinHeels
#IOM #IOM
#IoM #IoM
#Ireland #Ireland
#IsleOfMan #IsleOfMan
#IsleofMan #IsleofMan
#Kernewek #Kernewek
#Manaweg #Manaweg
#Manx #Manx
#ManxWithGaelicSpelling #ManxWithGaelicSpelling
#MotherLanguage #MotherLanguage
#NicolaDixon #NicolaDixon
#RakutenJP #RakutenJP
#SolaceNoa #SolaceNoa
#SophiaMorrison #SophiaMorrison
#TIML2016 #TIML2016
#TT2013 #TT2013
#TT2014 #TT2014
#Tinvaal #Tinvaal
#Traditional #Traditional
#Twitter #Twitter
#TynwaldDay #TynwaldDay
#ValentinesDay #ValentinesDay
#Wimbledon #Wimbledon
#awww #awww
#belowtheline #belowtheline
#brrr #brrr
#culture #culture
#fb #fb
#g #g
#gae #gae
#gaeilge #gaeilge
#gael #gael
#gaelg #gaelg
#gaelgeek #gaelgeek
#gaelic #gaelic
#gaidhlig #gaidhlig
#galeg #galeg
#gv2ga #gv2ga
#gàidhlig #gàidhlig
#hihohiho #hihohiho
#hockey #hockey
#imld14 #imld14
#interceltique #interceltique
#iom #iom
#iomtt #iomtt
#iomtt2014 #iomtt2014
#isleofman #isleofman
#jerriais #jerriais
#kernewek #kernewek
#livebelowthelineuk #livebelowthelineuk
#man #man
#manx #manx
#manx#gaelg #manx#gaelg
#manxcalendar #manxcalendar
#manxmusic #manxmusic
#manxscenes #manxscenes
#manxwithgaelicspellng #manxwithgaelicspellng
#music #music
#peel #peel
#rhumsaa #rhumsaa
#sea #sea
#smc #smc
#soundcloud #soundcloud
#tweet2learn #tweet2learn
#voicesof4 #voicesof4
'n an
synnin gcorda
synnin suaithne
synnin tsuaithne
synninyn cordaí
synninyn gcordaí
synninyn suaithní
syns i
syns in
syprys sípris
syprys síprise
syprys tsípris
syprysyn síprisí
syrjey is airde
syrup síoróip
syrup síoróipe
syrup tsíoróip
syrupyn síoróipí
systal sistéal
systal sistéil
systal tsistéil
systalyn sistéil
system system
sçhimmeig stríce
sçhimmeig stríoc
sçhimmeigyn stríoca
t'ooilley tuilleadh
t'ooilley tuillidh
taablagh táblach
taablagh táblacha
taablagh táblaigh
taablaghaghyn tábluithe
taablaghey dtáblaithe
taablaghey táblaithe
taablaghey táblú
taablee dtáblaigh
taablee táblaigh
taablee táblaí
taablee táblóidh
taablee-jee dtáblaígí
taablee-jee táblaígí
taableemayd táblóimid
taableeym táblóidh mé
taablit táblaithe
taabyl tábla
taabylyn táblaí
taagh dtaithigh
taagh soitheach
taagh taithigh
taagh tsoithigh
taagh-blaa bláthchuach
taagh-jee dtaithígí
taagh-jee taithígí
taaghee taitheoidh
taagher cabhsa
taagher tóchair
taagher tóchar
taagheryn cabhsaí
taagheryn tóchair
taaghey taithí
taagheyder gnáthóir
taagheyder gnáthóra
taagheyder taithitheoir
taagheyder taithitheora
taagheyderyn gnáthóirí
taagheyderyn taithitheoirí
taaghit buailte
taaghit taithithe
taaghmayd taitheoimid
taaghym taitheoidh mé
taagragh tagrach
taagragh tagracha
taagragh tagraigh
taagraph tagrach
taagraph tagracha
taagraph tagraigh
taagraph tagraí
taagree tagraí
taah dtáthaigh
taah táite
taah táthaigh
taah táthaithe
taah táthú
taah-jee dtáthaígí
taah-jee táthaígí
taahder táthaire
taahderyn táthairí
taahee táthóidh
taaheen táithín
taaheenyn táithíní
taahit táite
taahmayd táthóimid
taahym táthóidh mé
taailley sáile
taal dtál
taal táil
taal tál
taal-jee dtálaigí
taal-jee tálaigí
taalaghyn táil
taalee tálfaidh
taaley táil
taaley tál
taalid táil
taalid tál
taalidyn táil
taalit tálta
taalmayd tálfaimid
taalym tálfaidh mé
taalyn táil
taar sár
taar tsáir
taarit gafa
taarnagh toirneach
taarnagh toirní
taarnaghey dtoirnithe
taarnaghey toirnithe
taarnaghey toirniú
taarnaghyn toirneacha
taarnee dtoirnigh
taarnee toirneoidh
taarnee toirnigh
taarnee toirní
taarnee-jee dtoirnígí
taarnee-jee toirnígí
taarneeaghyn toirneacha
taarneemayd toirneoimid
taarneeym toirneoidh mé
taarneeyn toirneacha
taarnit toirnithe
taarnoil toirniúil
taarnoil toirniúla
taarnoil torannach
taarnoil torannacha
taarnoil torannaigh
taarnoil torannaí
taart ruaig
taart ruaige
taart ruathair
taart ruathar
taart tart
taart tarta
taart treascairt
taart treascartha
taartagh díomuach
taartagh díomuacha
taartee díomuaí
taartyn ruaigeanna
taartyn ruathair
taartyn treascairtí
taartys ruaig
taartys ruaige
taartys ruathair
taartys ruathar
taartys tart
taartys tarta
taartys treascairt
taartys treascartha
taartysyn ruaigeanna
taartysyn ruathair
taartysyn treascairtí
taase meáin
taase meán
taase modh
taase modha
taase sás
taase tsáis
taase áis
taase áise
taaseaght críochnúlacht
taasoilid seiftiúlachta
taasoilid tseiftiúlacht
taastaght tsástacht
taauanagh d'fhalsóir
taauanagh d'fhalsóra
taauanagh falsóir
taauanagh falsóra
taauanagh leisceoir
taauanagh leisceora
taauanagh támháin
taauanagh támhán
taauanee d'fhalsóirí
taauanee falsóirí
taauanee leisceoirí
taauanee támháin
taaue díomhaoin
taaue díomhaoine
taaue sábh
taaue tsáibh
taaue táimh
taaue táimhe
taaue támh
taaue támha
taaue-neeal támhnéal
taaue-neeal támhnéil
taaue-neealyn támhnéalta
taaue-whaillag tsábhchuil
taaueid táimhe
taayl díolachán
taayl tsáil
taayltrey satailte
taayltrey tsatailt
tabbad tSabóid
tabernacle taibearnacail
tabernacle taibearnacal
tabernacleyn taibearnacail
tablow tabló
tablowyn tablónna
tabret tiompáin
tabret tiompán
tabretyn tiompáin
tac mála
tac sac
tac tsaic
tack mála
tack sac
tack tsaic
tackeydagh cáiníocóir
tackeydagh cáiníocóra
tackeydee cáiníocóirí
tackeyder bailitheoir cánach
tackish tacais
tackish tacas
tackishyn tacais
tacraleid tsacrailéid
tacrament sacraiminte
tacrament tsacraimint
tacreyr tsacráir
tacristee sacraistí
tacristee tsacraistí
tacristeyr sacraisteoir
tacristeyr tsacraisteora
tacsafone sacsafón
tacsafone tsacsafóin
tadaghys sádachas
tadaghys tsádachais
tadee sádach
tadee tsádaigh
taffee taifí
taffeer tsaifír
taffeta tafata
taffyl rancáis
taffyl rancás
taffyl teafrail
taffyl teafraile
taffylyn rancáis
taffylyn teafrailí
taga sága
taga tsága
taggad tacóid
taggad tacóide
taggadyn tacóidí
taggaghyn tacaí
taggey taca
taggey-uillin taca uillinne
taggloo agallaimh
taggloo agallamh
taggloo caint
taggloo cainte
taggloo comhrá
taggloo d'agallaimh
taggloo d'agallamh
taggloo hagallaimh
taggloo hagallamh
taggloo t-agallamh
tagglooagh cainteach
tagglooagh cainteacha
tagglooagh caintigh
tagglooee caintí
tagglooyn agallaimh
tagglooyn cainteanna
tagglooyn comhráite
tagglooyn d'agallaimh
tagglooyn hagallaimh
taggyrt sagart
taggyrt tsagairt
taggyrtaght tsagartacht
taggyrtoilid sagartúlachta
taggyrtoilid tsagartúlacht
taggyrtys sagartachta
taggyrtys tsagartacht
taghyn taenna
taghyr dtarlaigh
taghyr tarlaigh
taghyr-jee dtarlaígí
taghyr-jee tarlaígí
taghyree tarlóidh
taghyrit tarlaithe
taghyrmayd tarlóimid
taghyrt taisme
taghyrt tarlaithe
taghyrt tarlú
taghyrtagh amhantrach
taghyrtagh amhantracha
taghyrtagh amhantraigh
taghyrtagh hamhantrach
taghyrtagh taismeach
taghyrtagh taismeacha
taghyrtagh taismigh
taghyrtagh timpisteach
taghyrtagh timpisteacha
taghyrtagh timpistigh
taghyrtee amhantraí
taghyrtee taismí
taghyrtee timpistí
taghyrtyn taismí
taghyrtyn tarluithe
taghyrym tarlóidh mé
taghys tochais
taghys tochas
taghyssagh tochasach
taghyssagh tochasacha
taghyssagh tochasaigh
taghyssee tochasaí
tago ság
tago tsáig
tahll tsaill
taiatica sciaitíce
taick mála
taick tsaic
taie sáithe
taie tsáith
taieys sáithe
taieys sáithiú
taieys tsáith
taieys tsáithithe
taigh taigh
tail tail
tailan tsadhlann
tailjys goirte
tailjys tsalandacht
taill saile
taill saille
taill tsail
taill tsaill
taillaghyn táillí
tailley sáile
tailley tsalainn
tailley táille
tailley-shirveish táille sheirbhíse
tailleyder saillteoir
tailleyder tsaillteora
tailleyr sáiltéar
tailys sadhlas
tailys tsadhlais
taineen corda
taineen suaithne
taineen tsuaithne
taiphoon tíofúin
taiphoon tíofún
taiphoonyn tíofúin
taiphys tífeas
taiphys tífis
taishbyn dtaispeáin
taishbyn taispeáin
taishbyn-jee dtaispeánaigí
taishbyn-jee taispeánaigí
taishbynagh taispeántach
taishbynagh taispeántacha
taishbynagh taispeántaigh
taishbynee taispeánfaidh
taishbynee taispeántaí
taishbyner monatóir
taishbyner monatóra
taishbyner taispeántóir
taishbyner taispeántóra
taishbyneryn monatóirí
taishbyneryn taispeántóirí
taishbyney taispeáint
taishbyney taispeána
taishbynit taispeánta
taishbynmayd taispeánfaimid
taishbynym taispeánfaidh mé
taishbynys taispeántais
taishbynys taispeántas
taishbynysyn taispeántais
taisyl siseal
taisyl tsisil
taitnys suilt
taitnys sult
taitnys sásaimh
taitnys sásamh
taitnys taitneamh
taitnys taitnimh
taitnys tsuilt
taitnys tsásaimh
taitnyss suilt
taitnyss sult
taitnyss sásaimh
taitnyss sásamh
taitnyss taitneamh
taitnyss taitnimh
taitnyss tsuilt
taitnyss tsásaimh
taitnyssagh taitneamhach
taitnyssagh taitneamhacha
taitnyssagh taitneamhaigh
taitnyssee taitneamhaí
take take
taksee tacsaí
takseeyn tacsaithe
talamander salamandar
talamander tsalamandair
talck tailc
talck talc
talck-phoodyr talcphúdair
talck-phoodyr talcphúdar
tale tale
talent tallainne
talent tallann
talentyn tallanna
talhear táilliúir
talhearagh táilliúra
talhearyn táilliúirí
talk téigh ag fálróid
talk téigh ag spaisteoireacht
talkal d'fhálróid
talkal d'fhálróide
talkal fálróid
talkal fálróide
talkal spaisteoireacht
talkal spaisteoireachta
talkeyder d'fhámaire
talkeyder fámaire
talkeyderyn d'fhámairí
talkeyderyn fámairí
talking talking
tallagh banráin
tallagh banrán
tallagh gearáin
tallagh gearán
tallagh monabhair
tallagh monabhar
tallaghey salú
tallaghey truaillithe
tallaghey truailliú
tallaghey tsalaithe
tallaid sailéad
tallaid tsailéid
tallee féitheogach
tallee féitheogacha
tallee féitheogaigh
tallee féitheogaí
tallee gearáin
tallee gearán
tallee gearánfaidh
tallee groí
tallee ngearán
tallee téagartha
tallee-jee gearánaigí
tallee-jee ngearánaigí
talleemayd gearánfaimid
talleeym gearánfaidh mé
talleyder canránaí
talleyderyn canránaithe
tallit gearánta
talloo talamh
tallooin talaimh
tallooyn tailte
talm salm
talm tsailm
taloon salún
taloon tsalúin
talteer tsailtír
talvey sailbhe
talvey tsailbhe
tamaarium samairiam
tamaarium tsamairiam
tambyl sampla
tambyl tsampla
tammylt achair
tammylt achar
tammylt d'achair
tammylt d'achar
tammylt hachair
tammylt hachar
tammylt t-achar
tammylt tamaill
tammylt tamall
tammyltyn tamaill
tampleyr sampla
tampleyr tsampla
tampleyraghey eiseamláirithe
tampleyraghey t-eiseamláiriú
tamurai samúraí
tamurai tsamúraí
tancard tancaird
tancard tancard
tancardyn tancaird
tancteyr sanctóir
tancteyr tsanctóra
tandym tandaim
tandym tandam
tandymyn tandaim
tango tangó
tangoyn tangónna
tanishtaght tánaisteacht
tanishtaght tánaisteachta
tanishtaghyn tánaistí
tanishtey tánaiste
tanjent tangaint
tanjent tangant
tanjentyn tangaint
tanjereen táinséirín
tanjereenyn táinséiríní
tank tanc
tankeyr tancaeir
tankeyr tancaer
tankeyryn tancaeir
tankyn tancanna
tannaght d'fhanacht
tannaght d'fhanachta
tannaght fanacht
tannaght fanachta
tannaghtyn d'fhanacht
tannaghtyn d'fhanachta
tannaghtyn fanacht
tannaghtyn fanachta
tannee bhfan
tannee fan
tannee fanfaidh
tannee-jee bhfanaigí
tannee-jee fanaigí
tanneemayd fanfaimid
tanneen tainnin
tanneen tainnine
tanneeym fanfaidh mé
tanney tanaí
tanneyder marthanóir
tanneyder marthanóra
tanneyderyn marthanóirí
tannish cogar
tannish sanas
tannit fanta
tannys curadóir
tannys curadóra
tannys tionónta
tannystys tionóntacht
tannystys tionóntachta
tannystysyn tionóntachtaí
tannysyn curadóirí
tannysyn tionóntaí
tansheragh cogarnach
tansheragh cogarnaigh
tansheraght cogarnach
tansherey cogarnach
tansherey cogarnaigh
tansu tansu
tantalum tantalaim
tantalum tantalam
tantyl santal
tantyl tsantail
tap sop
tap tsoip
tape téip
tape téipe
tapeish taipéis
tapeish taipéise
tapeishyn taipéisí
tapeyn téipeanna
tapp sú
tapp tsú
tappag clúmhnacháin
tappag clúmhnachán
tappag cuircín
tappag curca
tappag tsopóg
tappagh cuircíneach
tappagh cuircíneacha
tappagh cuircínigh
tappagh curcach
tappagh curcacha
tappagh curcaigh
tappagyn cuircíní
tappagyn curcaí
tappee cuircíní
tappee curcaí
tappee tapa
tappeeid tapúlacht
tappeeid tapúlachta
tapper sapar
tapper tsapair
tappey guaim
tappey guaime
tappey stuaim
tappey stuaime
tapphire tsaifír
tar dtar
tar tar
tar-jee dtagaigí
tar-jee tagaigí
tarantool tarantúla
tarantoolyn tarantúlaí
tarcheimneeagh tarchéimnitheach
tarcheimneeagh tarchéimnitheacha
tarcheimneeagh tarchéimnithigh
tarcheimneeagh tarchéimnithí
tarcheimneeaght tarchéimnitheacht
tarcheimneeaght tarchéimnitheachta
tarcheimneeoil tarchéimniúil
tarcheimneeoil tarchéimniúla
tarchuirreyder tarchuradóir
tarchuirreyder tarchuradóra
tarchuirreyderyn tarchuradóirí
tarcophagus sarcófagas
tarcophagus tsarcófagais
tard sard
tard tsaird
tardeen sairdín
tardeen tsairdín
tare táir
tare táire
tarey ordaithe
tarey ordú
tarey t-ordú
tareyder ceannfoirt
tareyder ceannfort
targad sprice
targad sprioc
targad targaid
targad targaide
targadyn spriocanna
targadyn targaidí
target sciath
target scéithe
targetyn sciatha
tarhoilshagh tréshoilseach
tarhoilshagh tréshoilseacha
tarhoilshagh tréshoilsigh
tarhoilshee tréshoilsí
tarjant sáirsint
tarjant tsáirsint
tarkil fiaile
tarkyl fiaile
tarkyl-nieu fiailicíd
tarkyl-nieu fiailnimh
tarlheim dtuirling
tarlheim tuirling
tarlheim-jee dtuirlingígí
tarlheim-jee tuirlingígí
tarlheimaghyn tuirlingtí
tarlheimee tuirlingeoidh
tarlheimey tuirlingt
tarlheimey tuirlingthe
tarlheimit tuirlingthe
tarlheimmayd tuirlingeoimid
tarlheimym tuirlingeoidh mé
tarmaghan tarmachain
tarmaghan tarmachan
tarmaghanyn tarmachain
tarmaynagh eacnamaíoch
tarmaynagh eacnamaíocha
tarmaynagh geilleagrach
tarmaynagh geilleagracha
tarmaynagh geilleagraigh
tarmaynagh heacnamaíoch
tarmaynee eacnamaíche
tarmaynee geilleagraí
tarmaynys d'eacnamaíocht
tarmaynys d'eacnamaíochta
tarmaynys eacnamaíocht
tarmaynys eacnamaíochta
tarmaynys geilleagair
tarmaynys geilleagar
tarmaynys heacnamaíocht
tarmaynys heacnamaíochta
tarmest dtoirmisc
tarmest toirmisc
tarmest-jee dtoirmiscigí
tarmest-jee toirmiscigí
tarmestagh toirmeascach
tarmestagh toirmeascacha
tarmestagh toirmeascaigh
tarmestagh toirmisc
tarmestaghyn toirmisc
tarmestee toirmeascaí
tarmestee toirmiscfidh
tarmestey frustrachais
tarmestey frustrachas
tarmestey toirmeasc
tarmestey toirmisc
tarmestit toirmiscthe
tarmestmayd toirmiscfimid
tarmestym toirmiscfidh mé
tarnoal buille
tarnoal buille scoir
tarnoalyn buillí
tarocseed tsárocsaíd
tarr tairr
tarr tarr
tarr tarra
tarroo tairbh
tarroo tarbh
tarroo-choo tarbhghadhair
tarroo-choo tarbhghadhar
tarroo-chooyn tarbhghadhair
tarroo-ushtey tarbh uisce
tarrooder tarbhadóir
tarrooder tarbhadóra
tarrooderyn tarbhadóirí
tarroogh gnóthach
tarroogh gnóthacha
tarroogh gnóthaigh
tarroogh gnóthaí
tarroogh saothrach
tarroogh saothracha
tarroogh saothraigh
tarroogh saothraí
tarryn tairr
tartar tartair
tartar tartar
tartragh tartrach
tartragh tartracha
tartragh tartraigh
tartree tartraí
tartys d'iatacht
tartys d'iatachta
tartys hiatacht
tartys hiatachta
tartys iatacht
tartys iatachta
tarvollagh tarbhealach
tarvollagh tarbhealaigh
tarvollee tarbhealaí
tash tais
tash taise
tash tsais
tashey taise
tashid taise
tashjeenagh taisdíonach
tashjeenagh taisdíonacha
tashjeenagh taisdíonaigh
tashjeenaght taisdíonach
tashjeenaght taisdíonacha
tashjeenaght taisdíonaigh
tashjeenaght taisdíonaí
tashjeenee taisdíonaí
tasht ciste
tasht cnuasaigh
tasht dtaisc
tasht gcnuasaigh
tasht taisc
tasht taisce
tasht-fockle stór focal
tasht-jee cnuasaígí
tasht-jee dtaiscigí
tasht-jee gcnuasaígí
tasht-jee taiscigí
tashtaghyn cistí
tashtaghyn cnuasaigh
tashtaghyn taiscí
tashtee cnuasóidh
tashtee taiscfidh
tashtey ciste
tashtey cnuasach
tashtey cnuasaigh
tashtey taisce
tashtey taisceadh
tashtey taiscthe
tashteydane taisceadáin
tashteydane taisceadán
tashteydaneyn taisceadáin
tashteyder cisteoir
tashteyder cisteora
tashteyderyn cisteoirí
tashtit cnuasaithe
tashtit taiscthe
tashtlann cartlainne
tashtlann cartlann
tashtlannyn cartlanna
tashtmayd cnuasóimid
tashtmayd taiscfimid
tashtym cnuasóidh mé
tashtym taiscfidh mé
tassane siosarnach
tassane siosarnaí
tassane tsiosarnach
tast tabhair aird do
tast-hioweyder taiscthéitheoir
tast-hioweyder taiscthéitheora
tast-hioweyderyn taiscthéitheoirí
tastagh aireach
tastagh aireacha
tastagh airigh
tastagh braiteach
tastagh braiteacha
tastagh braitigh
tastagh ciallmhair
tastagh ciallmhar
tastagh ciallmhara
tastagh coimhéadach
tastagh coimhéadacha
tastagh coimhéadaigh
tastagh géarchúiseach
tastagh géarchúiseacha
tastagh géarchúisigh
tastagh haireach
tastaght clisteacht
tastaght clisteachta
tastaght d'éirimiúlacht
tastaght d'éirimiúlachta
tastaght héirimiúlacht
tastaght héirimiúlachta
tastaght tuisceana
tastaght tuiscint
tastaght éirimiúlacht
tastaght éirimiúlachta
tastaghyn airde
tastaghyn airí
tastaghyn d'airde
tastaghyn d'airí
tastaghyn hairde
tastaghyn hairí
tastal aird a thabhairt
tastee airí
tastee braití
tastee ciallmhaire
tastee coimhéadaí
tastee géarchúisí
tasterys greadadh
tasterys greadta
tasterys leadartha
tasterys leadradh
tasterysyn leadarthaí
tastey aird
tastey airde
tastey aire
tastey d'aird
tastey d'airde
tastey d'aire
tastey haird
tastey hairde
tastey haire
tastid críonnacht
tastid críonnachta
tastid géarchúis
tastid géarchúise
tastit breathnaithe
tastit tugtha faoi deara
tattoo tatú
tattooyn tatúnna
taualtagh fuascailteoir
taualtagh fuascailteora
taualtagh slánaitheoir
taualtagh tslánaitheora
taualtys slánú
taualtys tslánú
tauchys sábháilteachta
tauchys tsábháilteacht
taught taught
tauint téigh ag fálróid
tauint téigh ag spaisteoireacht
tauinteragh d'fhálródaí
tauinteragh fálródaí
tauinteragh spaisteoir
tauinteragh spaisteora
tauinteraght d'fhálróid
tauinteraght d'fhálróide
tauinteraght d'fhámaireacht
tauinteraght d'fhámaireachta
tauinteraght fálróid
tauinteraght fálróide
tauinteraght fámaireacht
tauinteraght fámaireachta
tauinteraght spaisteoireacht
tauinteraght spaisteoireachta
tauinteree d'fhálródaithe
tauinteree fálródaithe
tauinteree spaisteoirí
taumeyder salmaire
taumeyder tsalmaire
taumeydys salmaireachta
taumeydys tsalmaireacht
taumeyraght tsalmaireacht
tauçhys sábháilteachta
tauçhys tsábháilteacht
tavail slánú
tavail tsábháil
taveen suan
taveen sámhán
taveen-hooyl suansiúl
taveen-hooyl tsuansiúil
taveenagh codlatóir
taveenagh codlatóra
taveenagh suanaí
taveenagh tsuanaí
taveenaghey codladh
taveenaghey codlata
taveenys tsuanmhaireacht
tawlish táiplis
tawlish táiplis bheag
tawlish táiplise
tawlishyn táiplisí
tax tax
taynt drúis
taynt tsaint
tayntoilaght tsantacht
tayr gabh
tayr ngabh
tayr-jee gabhaigí
tayr-jee ngabhaigí
tayree gabhfaidh
tayrit gafa
tayrmanagh eacnamaíoch
tayrmanagh eacnamaíocha
tayrmanagh geilleagrach
tayrmanagh geilleagracha
tayrmanagh geilleagraigh
tayrmanagh heacnamaíoch
tayrmanee eacnamaíche
tayrmanee geilleagraí
tayrmayd gabhfaimid
tayrn dtarraing
tayrn tarraing
tayrn tarraingt
tayrn tarraingthe
tayrn-jee dtarraingígí
tayrn-jee tarraingígí
tayrnagh tarraingteach
tayrnagh tarraingteacha
tayrnagh tarraingtigh
tayrnee tarraingeoidh
tayrnee tarraingtí
tayrneyder tarraingeoir
tayrneyder tarraingeora
tayrneyderyn tarraingeoirí
tayrnit tarraingthe
tayrnmayd tarraingeoimid
tayrnym tarraingeoidh mé
tayrnyn tarraingtí
tayrnys d'imtharraingt
tayrnys d'imtharraingthe
tayrnys himtharraingt
tayrnys himtharraingthe
tayrnys imtharraingt
tayrnys imtharraingthe
tayrnys tarraingt
tayrnys tarraingthe
tayrnysyn tarraingtí
tayrtyn gabháil
tayrtyn gabhála
tayrtynyn gabhálacha
tayrym gabhfaidh mé
tea tea
teaching teaching
tead téad
tead téide
tead-hooylleyder téadchleasaí
tead-hooylleyderyn téadchleasaithe
teaddyn téada
teadyn téada
teagh teach
teagh tí
teaghnaghey crá
teaghnaghey cráite
teaghney buairt
teaghney buartha
teaghney ciapadh
teaghney ciaptha
teaghney crá
teaghyn anacair
teaghyn buaireamh
teaghyn cruachás
teaghyn crá
teaghyn t-anró
teaghyn tithe
teak téac
teak téice
teal séala
teal tséala
tealan leicneáin
tealan leicneán
tealan sealán
tealan tsealáin
teamid d'éiginnteacht
teamid d'éiginnteachta
teamid héiginnteacht
teamid héiginnteachta
teamid éiginnteacht
teamid éiginnteachta
teaum dtaom
teaum taom
teaum-jee dtaomaigí
teaum-jee taomaigí
teaumee taomfaidh
teaumey taomadh
teaumey taomtha
teaumit taomtha
teaummayd taomfaimid
teaumym taomfaidh mé
teaym taom
teaym taoma
teaym-craa spaspas creatha
teaymagh taomach
teaymagh taomacha
teaymagh taomaigh
teaymee taomaí
teaymey taomadh
teaymey taomtha
teaymid guagacht
teaymid guagachta
teaymid treallaí
teaymyn taomanna
teayst taois
teayst taos
tecant seiceant
tecant tseicint
teck mála
teck sac
tedd téad
tedd téide
teddyn téada
tee tí
teeal tíáil
teeal tíála
teeghyn tíonna
teepal seipeal
teepal tseipil
tegg callas
tegg creagán
teid téad
teid téide
teidyn téada
teigh tua
teighyn tuanna
teigyr tíogair
teigyr tíogar
teigyryn tíogair
teih dtogh
teih togh
teih-jee dtoghaigí
teih-jee toghaigí
teihder toghthóir
teihder toghthóra
teihder toiteoir
teihder toiteora
teihderyn toghthóirí
teihderyn toiteoirí
teihee toghfaidh
teihil tsaoil
teihill tsaoil
teihit tofa
teihl saol
teihll saol
teihll tsaoil
teihlltaght tsaoltacht
teihmayd toghfaimid
teihym toghfaidh mé
teihys díolaim
teihys díolama
teihyssagh toighseach
teihyssagh toighseacha
teihyssagh toighsigh
teihyssee toighsí
teihysyn díolamaí
teim tím
teim tíme
teine saighne
teine tsaighean
teineyr saighneoir
teineyr tsaighneora
teisht cinntigh
teisht dteistigh
teisht gcinntigh
teisht teastais
teisht teastas
teisht teistigh
teisht teistiméireacht
teisht teistiméireachta
teisht-jee cinntígí
teisht-jee dteistígí
teisht-jee gcinntígí
teisht-jee teistígí
